HORA,DIA,CAMPEONATO,COLUNA,RESULTADO
1,8,PREMIER,42,0
1,8,PREMIER,45,1
1,8,PREMIER,48,1
1,8,PREMIER,51,1
1,8,PREMIER,54,0
1,8,PREMIER,57,1
2,8,PREMIER,0,0
2,8,PREMIER,3,1
2,8,PREMIER,6,1
2,8,PREMIER,9,0
2,8,PREMIER,12,0
2,8,PREMIER,15,0
2,8,PREMIER,18,1
2,8,PREMIER,21,0
2,8,PREMIER,24,1
2,8,PREMIER,27,1
2,8,PREMIER,30,1
2,8,PREMIER,33,1
2,8,PREMIER,36,1
2,8,PREMIER,39,0
2,8,PREMIER,42,0
2,8,PREMIER,45,0
2,8,PREMIER,48,1
2,8,PREMIER,51,1
2,8,PREMIER,54,0
2,8,PREMIER,57,0
3,8,PREMIER,0,1
3,8,PREMIER,3,0
3,8,PREMIER,6,1
3,8,PREMIER,9,0
3,8,PREMIER,12,0
3,8,PREMIER,15,0
3,8,PREMIER,18,0
3,8,PREMIER,21,1
3,8,PREMIER,24,1
3,8,PREMIER,27,1
3,8,PREMIER,30,1
3,8,PREMIER,33,1
3,8,PREMIER,36,0
3,8,PREMIER,39,1
3,8,PREMIER,42,1
3,8,PREMIER,45,1
3,8,PREMIER,48,1
3,8,PREMIER,51,0
3,8,PREMIER,54,1
3,8,PREMIER,57,0
4,8,PREMIER,0,0
4,8,PREMIER,3,1
4,8,PREMIER,6,1
4,8,PREMIER,9,0
4,8,PREMIER,12,1
4,8,PREMIER,15,1
4,8,PREMIER,18,1
4,8,PREMIER,21,0
4,8,PREMIER,24,0
4,8,PREMIER,27,1
4,8,PREMIER,30,0
4,8,PREMIER,33,0
4,8,PREMIER,36,0
4,8,PREMIER,39,1
4,8,PREMIER,42,0
4,8,PREMIER,45,1
4,8,PREMIER,48,0
4,8,PREMIER,51,0
4,8,PREMIER,54,1
4,8,PREMIER,57,0
5,8,PREMIER,0,1
5,8,PREMIER,3,1
5,8,PREMIER,6,1
5,8,PREMIER,9,1
5,8,PREMIER,12,1
5,8,PREMIER,15,0
5,8,PREMIER,18,0
5,8,PREMIER,21,0
5,8,PREMIER,24,0
5,8,PREMIER,27,0
5,8,PREMIER,30,1
5,8,PREMIER,33,0
5,8,PREMIER,36,1
5,8,PREMIER,39,1
5,8,PREMIER,42,1
5,8,PREMIER,45,0
5,8,PREMIER,48,1
5,8,PREMIER,51,1
5,8,PREMIER,54,0
5,8,PREMIER,57,0
6,8,PREMIER,0,1
6,8,PREMIER,3,0
6,8,PREMIER,6,1
6,8,PREMIER,9,1
6,8,PREMIER,12,1
6,8,PREMIER,15,1
6,8,PREMIER,18,1
6,8,PREMIER,21,1
6,8,PREMIER,24,1
6,8,PREMIER,27,0
6,8,PREMIER,30,0
6,8,PREMIER,33,0
6,8,PREMIER,36,0
6,8,PREMIER,39,1
6,8,PREMIER,42,0
6,8,PREMIER,45,0
6,8,PREMIER,48,0
6,8,PREMIER,51,0
6,8,PREMIER,54,0
6,8,PREMIER,57,1
7,8,PREMIER,0,0
7,8,PREMIER,3,0
7,8,PREMIER,6,0
7,8,PREMIER,9,1
7,8,PREMIER,12,0
7,8,PREMIER,15,0
7,8,PREMIER,18,1
7,8,PREMIER,21,0
7,8,PREMIER,24,0
7,8,PREMIER,27,1
7,8,PREMIER,30,0
7,8,PREMIER,33,0
7,8,PREMIER,36,0
7,8,PREMIER,39,0
7,8,PREMIER,42,1
7,8,PREMIER,45,0
7,8,PREMIER,48,0
7,8,PREMIER,51,0
7,8,PREMIER,54,0
7,8,PREMIER,57,0
8,8,PREMIER,0,1
8,8,PREMIER,3,0
8,8,PREMIER,6,0
8,8,PREMIER,9,1
8,8,PREMIER,12,1
8,8,PREMIER,15,0
8,8,PREMIER,18,0
8,8,PREMIER,21,1
8,8,PREMIER,24,0
8,8,PREMIER,27,1
8,8,PREMIER,30,0
8,8,PREMIER,33,1
8,8,PREMIER,36,1
8,8,PREMIER,39,0
8,8,PREMIER,42,0
8,8,PREMIER,45,0
8,8,PREMIER,48,1
8,8,PREMIER,51,0
8,8,PREMIER,54,1
8,8,PREMIER,57,1
9,8,PREMIER,0,0
9,8,PREMIER,3,1
9,8,PREMIER,6,1
9,8,PREMIER,9,0
9,8,PREMIER,12,0
9,8,PREMIER,15,1
9,8,PREMIER,18,1
9,8,PREMIER,21,0
9,8,PREMIER,24,0
9,8,PREMIER,27,1
9,8,PREMIER,30,0
9,8,PREMIER,33,1
9,8,PREMIER,36,1
9,8,PREMIER,39,1
9,8,PREMIER,42,0
9,8,PREMIER,45,1
9,8,PREMIER,48,0
9,8,PREMIER,51,0
9,8,PREMIER,54,0
9,8,PREMIER,57,0
10,8,PREMIER,0,0
10,8,PREMIER,3,0
10,8,PREMIER,6,1
10,8,PREMIER,9,0
10,8,PREMIER,12,1
10,8,PREMIER,15,0
10,8,PREMIER,18,1
10,8,PREMIER,21,1
10,8,PREMIER,24,1
10,8,PREMIER,27,0
10,8,PREMIER,30,1
10,8,PREMIER,33,0
10,8,PREMIER,36,1
10,8,PREMIER,39,0
10,8,PREMIER,42,0
10,8,PREMIER,45,0
10,8,PREMIER,48,0
10,8,PREMIER,51,0
10,8,PREMIER,54,0
10,8,PREMIER,57,1
11,8,PREMIER,0,0
11,8,PREMIER,3,1
11,8,PREMIER,6,0
11,8,PREMIER,9,1
11,8,PREMIER,12,0
11,8,PREMIER,15,0
11,8,PREMIER,18,0
11,8,PREMIER,21,1
11,8,PREMIER,24,1
11,8,PREMIER,27,1
11,8,PREMIER,30,0
11,8,PREMIER,33,0
11,8,PREMIER,36,1
11,8,PREMIER,39,0
11,8,PREMIER,42,1
11,8,PREMIER,45,1
11,8,PREMIER,48,0
11,8,PREMIER,51,0
11,8,PREMIER,54,0
11,8,PREMIER,57,0
12,8,PREMIER,0,0
12,8,PREMIER,3,1
12,8,PREMIER,6,0
12,8,PREMIER,9,1
12,8,PREMIER,12,1
12,8,PREMIER,15,1
12,8,PREMIER,18,1
12,8,PREMIER,21,0
12,8,PREMIER,24,0
12,8,PREMIER,27,0
12,8,PREMIER,30,1
12,8,PREMIER,33,0
12,8,PREMIER,36,0
12,8,PREMIER,39,0
12,8,PREMIER,42,1
12,8,PREMIER,45,0
12,8,PREMIER,48,0
12,8,PREMIER,51,1
12,8,PREMIER,54,0
12,8,PREMIER,57,0
13,8,PREMIER,0,0
13,8,PREMIER,3,0
13,8,PREMIER,6,0
13,8,PREMIER,9,1
13,8,PREMIER,12,0
13,8,PREMIER,15,0
13,8,PREMIER,18,0
13,8,PREMIER,21,1
13,8,PREMIER,24,1
13,8,PREMIER,27,0
13,8,PREMIER,30,1
13,8,PREMIER,33,0
13,8,PREMIER,36,0
13,8,PREMIER,39,1
13,8,PREMIER,42,1
13,8,PREMIER,45,0
13,8,PREMIER,48,0
13,8,PREMIER,51,0
13,8,PREMIER,54,0
13,8,PREMIER,57,0
14,8,PREMIER,0,0
14,8,PREMIER,3,1
14,8,PREMIER,6,1
14,8,PREMIER,9,0
14,8,PREMIER,12,1
14,8,PREMIER,15,0
14,8,PREMIER,18,0
14,8,PREMIER,21,0
14,8,PREMIER,24,0
14,8,PREMIER,27,0
14,8,PREMIER,30,0
14,8,PREMIER,33,1
14,8,PREMIER,36,0
14,8,PREMIER,39,1
14,8,PREMIER,42,1
14,8,PREMIER,45,1
14,8,PREMIER,48,0
14,8,PREMIER,51,1
14,8,PREMIER,54,0
14,8,PREMIER,57,0
15,8,PREMIER,0,1
15,8,PREMIER,3,0
15,8,PREMIER,6,1
15,8,PREMIER,9,1
15,8,PREMIER,12,1
15,8,PREMIER,15,0
15,8,PREMIER,18,0
15,8,PREMIER,21,0
15,8,PREMIER,24,0
15,8,PREMIER,27,1
15,8,PREMIER,30,1
15,8,PREMIER,33,1
15,8,PREMIER,36,1
15,8,PREMIER,39,1
15,8,PREMIER,42,0
15,8,PREMIER,45,1
15,8,PREMIER,48,0
15,8,PREMIER,51,1
15,8,PREMIER,54,0
15,8,PREMIER,57,0
16,8,PREMIER,0,1
16,8,PREMIER,3,0
16,8,PREMIER,6,0
16,8,PREMIER,9,0
16,8,PREMIER,12,1
16,8,PREMIER,15,0
16,8,PREMIER,18,0
16,8,PREMIER,21,1
16,8,PREMIER,24,0
16,8,PREMIER,27,1
16,8,PREMIER,30,0
16,8,PREMIER,33,1
16,8,PREMIER,36,0
16,8,PREMIER,39,0
16,8,PREMIER,42,0
16,8,PREMIER,45,0
16,8,PREMIER,48,0
16,8,PREMIER,51,1
16,8,PREMIER,54,0
16,8,PREMIER,57,0
17,8,PREMIER,0,1
17,8,PREMIER,3,1
17,8,PREMIER,6,1
17,8,PREMIER,9,1
17,8,PREMIER,12,1
17,8,PREMIER,15,0
17,8,PREMIER,18,1
17,8,PREMIER,21,1
17,8,PREMIER,24,1
17,8,PREMIER,27,0
17,8,PREMIER,30,1
17,8,PREMIER,33,0
17,8,PREMIER,36,1
17,8,PREMIER,39,1
17,8,PREMIER,42,1
17,8,PREMIER,45,0
17,8,PREMIER,48,1
17,8,PREMIER,51,0
17,8,PREMIER,54,0
17,8,PREMIER,57,0
18,8,PREMIER,0,0
18,8,PREMIER,3,0
18,8,PREMIER,6,0
18,8,PREMIER,9,0
18,8,PREMIER,12,0
18,8,PREMIER,15,1
18,8,PREMIER,18,1
18,8,PREMIER,21,1
18,8,PREMIER,24,1
18,8,PREMIER,27,0
18,8,PREMIER,30,0
18,8,PREMIER,33,1
18,8,PREMIER,36,0
18,8,PREMIER,39,0
18,8,PREMIER,42,1
18,8,PREMIER,45,1
18,8,PREMIER,48,1
18,8,PREMIER,51,1
18,8,PREMIER,54,1
18,8,PREMIER,57,1
19,8,PREMIER,0,1
19,8,PREMIER,3,1
19,8,PREMIER,6,1
19,8,PREMIER,9,0
19,8,PREMIER,12,1
19,8,PREMIER,15,1
19,8,PREMIER,18,0
19,8,PREMIER,21,1
19,8,PREMIER,24,0
19,8,PREMIER,27,0
19,8,PREMIER,30,1
19,8,PREMIER,33,0
19,8,PREMIER,36,1
19,8,PREMIER,39,0
19,8,PREMIER,42,1
19,8,PREMIER,45,1
19,8,PREMIER,48,0
19,8,PREMIER,51,1
19,8,PREMIER,54,0
19,8,PREMIER,57,0
20,8,PREMIER,0,1
20,8,PREMIER,3,1
20,8,PREMIER,6,1
20,8,PREMIER,9,1
20,8,PREMIER,12,1
20,8,PREMIER,15,0
20,8,PREMIER,18,0
20,8,PREMIER,21,0
20,8,PREMIER,24,0
20,8,PREMIER,27,1
20,8,PREMIER,30,0
20,8,PREMIER,33,0
20,8,PREMIER,36,1
20,8,PREMIER,39,0
20,8,PREMIER,42,1
20,8,PREMIER,45,1
20,8,PREMIER,48,0
20,8,PREMIER,51,0
20,8,PREMIER,54,1
20,8,PREMIER,57,0
21,8,PREMIER,0,1
21,8,PREMIER,3,0
21,8,PREMIER,6,1
21,8,PREMIER,9,1
21,8,PREMIER,12,0
21,8,PREMIER,15,0
21,8,PREMIER,18,0
21,8,PREMIER,21,0
21,8,PREMIER,24,0
21,8,PREMIER,27,1
21,8,PREMIER,30,0
21,8,PREMIER,33,1
21,8,PREMIER,36,0
21,8,PREMIER,39,0
21,8,PREMIER,42,1
21,8,PREMIER,45,1
21,8,PREMIER,48,0
21,8,PREMIER,51,1
21,8,PREMIER,54,0
21,8,PREMIER,57,1
22,8,PREMIER,0,1
22,8,PREMIER,3,1
22,8,PREMIER,6,0
22,8,PREMIER,9,1
22,8,PREMIER,12,0
22,8,PREMIER,15,1
22,8,PREMIER,18,1
22,8,PREMIER,21,1
22,8,PREMIER,24,1
22,8,PREMIER,27,0
22,8,PREMIER,30,0
22,8,PREMIER,33,1
22,8,PREMIER,36,0
22,8,PREMIER,39,1
22,8,PREMIER,42,0
22,8,PREMIER,45,1
22,8,PREMIER,48,0
22,8,PREMIER,51,1
22,8,PREMIER,54,0
22,8,PREMIER,57,1
23,8,PREMIER,0,1
23,8,PREMIER,3,0
23,8,PREMIER,6,0
23,8,PREMIER,9,1
23,8,PREMIER,12,0
23,8,PREMIER,15,0
23,8,PREMIER,18,0
23,8,PREMIER,21,0
23,8,PREMIER,24,1
23,8,PREMIER,27,0
23,8,PREMIER,30,1
23,8,PREMIER,33,0
23,8,PREMIER,36,1
23,8,PREMIER,39,0
23,8,PREMIER,42,0
23,8,PREMIER,45,1
23,8,PREMIER,48,1
23,8,PREMIER,51,1
23,8,PREMIER,54,1
23,8,PREMIER,57,0
0,9,PREMIER,0,0
0,9,PREMIER,3,1
0,9,PREMIER,6,0
0,9,PREMIER,9,0
0,9,PREMIER,12,0
0,9,PREMIER,15,0
0,9,PREMIER,18,0
0,9,PREMIER,21,0
0,9,PREMIER,24,0
0,9,PREMIER,27,0
0,9,PREMIER,30,0
0,9,PREMIER,33,0
0,9,PREMIER,36,0
0,9,PREMIER,39,0
0,9,PREMIER,42,1
0,9,PREMIER,45,0
0,9,PREMIER,48,0
0,9,PREMIER,51,1
0,9,PREMIER,54,0
0,9,PREMIER,57,0
1,9,PREMIER,0,0
1,9,PREMIER,3,1
1,9,PREMIER,6,0
1,9,PREMIER,9,0
1,9,PREMIER,12,1
1,9,PREMIER,15,0
1,9,PREMIER,18,1
1,9,PREMIER,21,1
1,9,PREMIER,24,0
1,9,PREMIER,27,0
1,9,PREMIER,30,1
1,9,PREMIER,33,1
1,9,PREMIER,36,0
1,9,PREMIER,39,0
1,9,PREMIER,42,0
1,9,PREMIER,45,0
1,9,PREMIER,48,0
1,9,PREMIER,51,1
1,9,PREMIER,54,1
1,9,PREMIER,57,0
2,9,PREMIER,0,1
2,9,PREMIER,3,0
2,9,PREMIER,6,1
2,9,PREMIER,9,1
2,9,PREMIER,12,1
2,9,PREMIER,15,0
2,9,PREMIER,18,0
2,9,PREMIER,21,1
2,9,PREMIER,24,1
2,9,PREMIER,27,1
2,9,PREMIER,30,1
2,9,PREMIER,33,0
2,9,PREMIER,36,0
2,9,PREMIER,39,1
2,9,PREMIER,42,0
2,9,PREMIER,45,1
2,9,PREMIER,48,0
2,9,PREMIER,51,1
2,9,PREMIER,54,1
2,9,PREMIER,57,0
3,9,PREMIER,0,0
3,9,PREMIER,3,1
3,9,PREMIER,6,0
3,9,PREMIER,9,0
3,9,PREMIER,12,0
3,9,PREMIER,15,0
3,9,PREMIER,18,0
3,9,PREMIER,21,1
3,9,PREMIER,24,1
3,9,PREMIER,27,1
3,9,PREMIER,30,0
3,9,PREMIER,33,1
3,9,PREMIER,36,1
3,9,PREMIER,39,0
3,9,PREMIER,42,0
3,9,PREMIER,45,1
3,9,PREMIER,48,0
3,9,PREMIER,51,1
3,9,PREMIER,54,0
3,9,PREMIER,57,0
4,9,PREMIER,0,0
4,9,PREMIER,3,0
4,9,PREMIER,6,0
4,9,PREMIER,9,0
4,9,PREMIER,12,1
4,9,PREMIER,15,0
4,9,PREMIER,18,1
4,9,PREMIER,21,1
4,9,PREMIER,24,0
4,9,PREMIER,27,1
4,9,PREMIER,30,1
4,9,PREMIER,33,0
4,9,PREMIER,36,1
4,9,PREMIER,39,0
4,9,PREMIER,42,0
4,9,PREMIER,45,0
4,9,PREMIER,48,1
4,9,PREMIER,51,1
4,9,PREMIER,54,0
4,9,PREMIER,57,1
5,9,PREMIER,0,0
5,9,PREMIER,3,0
5,9,PREMIER,6,0
5,9,PREMIER,9,0
5,9,PREMIER,12,1
5,9,PREMIER,15,0
5,9,PREMIER,18,1
5,9,PREMIER,21,0
5,9,PREMIER,24,0
5,9,PREMIER,27,0
5,9,PREMIER,30,0
5,9,PREMIER,33,1
5,9,PREMIER,36,0
5,9,PREMIER,39,0
5,9,PREMIER,42,0
5,9,PREMIER,45,0
5,9,PREMIER,48,1
5,9,PREMIER,51,0
5,9,PREMIER,54,1
5,9,PREMIER,57,1
6,9,PREMIER,0,1
6,9,PREMIER,3,1
6,9,PREMIER,6,1
6,9,PREMIER,9,1
6,9,PREMIER,12,1
6,9,PREMIER,15,1
6,9,PREMIER,18,1
6,9,PREMIER,21,0
6,9,PREMIER,24,1
6,9,PREMIER,27,1
6,9,PREMIER,30,0
6,9,PREMIER,33,0
6,9,PREMIER,36,1
6,9,PREMIER,39,1
6,9,PREMIER,42,1
6,9,PREMIER,45,1
6,9,PREMIER,48,1
6,9,PREMIER,51,1
6,9,PREMIER,54,0
6,9,PREMIER,57,0
7,9,PREMIER,0,0
7,9,PREMIER,3,1
7,9,PREMIER,6,1
7,9,PREMIER,9,0
7,9,PREMIER,12,0
7,9,PREMIER,15,1
7,9,PREMIER,18,0
7,9,PREMIER,21,1
7,9,PREMIER,24,0
7,9,PREMIER,27,1
7,9,PREMIER,30,1
7,9,PREMIER,33,0
7,9,PREMIER,36,0
7,9,PREMIER,39,1
7,9,PREMIER,42,0
7,9,PREMIER,45,1
7,9,PREMIER,48,0
7,9,PREMIER,51,0
7,9,PREMIER,54,0
7,9,PREMIER,57,0
8,9,PREMIER,0,0
8,9,PREMIER,3,0
8,9,PREMIER,6,1
8,9,PREMIER,9,0
8,9,PREMIER,12,0
8,9,PREMIER,15,0
8,9,PREMIER,18,0
8,9,PREMIER,21,1
8,9,PREMIER,24,1
8,9,PREMIER,27,1
8,9,PREMIER,30,0
8,9,PREMIER,33,1
8,9,PREMIER,36,0
8,9,PREMIER,39,1
8,9,PREMIER,42,0
8,9,PREMIER,45,1
8,9,PREMIER,48,1
8,9,PREMIER,51,0
8,9,PREMIER,54,1
8,9,PREMIER,57,1
9,9,PREMIER,0,0
9,9,PREMIER,3,1
9,9,PREMIER,6,0
9,9,PREMIER,9,1
9,9,PREMIER,12,0
9,9,PREMIER,15,0
9,9,PREMIER,18,0
9,9,PREMIER,21,0
9,9,PREMIER,24,1
9,9,PREMIER,27,0
9,9,PREMIER,30,1
9,9,PREMIER,33,0
9,9,PREMIER,36,0
9,9,PREMIER,39,1
9,9,PREMIER,42,1
9,9,PREMIER,45,0
9,9,PREMIER,48,0
9,9,PREMIER,51,1
9,9,PREMIER,54,0
9,9,PREMIER,57,1
10,9,PREMIER,0,0
10,9,PREMIER,3,0
10,9,PREMIER,6,0
10,9,PREMIER,9,0
10,9,PREMIER,12,0
10,9,PREMIER,15,0
10,9,PREMIER,18,1
10,9,PREMIER,21,0
10,9,PREMIER,24,0
10,9,PREMIER,27,0
10,9,PREMIER,30,1
10,9,PREMIER,33,1
10,9,PREMIER,36,0
10,9,PREMIER,39,0
10,9,PREMIER,42,0
10,9,PREMIER,45,0
10,9,PREMIER,48,1
10,9,PREMIER,51,1
10,9,PREMIER,54,0
10,9,PREMIER,57,1
11,9,PREMIER,0,0
11,9,PREMIER,3,1
11,9,PREMIER,6,1
11,9,PREMIER,9,1
11,9,PREMIER,12,0
11,9,PREMIER,15,1
11,9,PREMIER,18,0
11,9,PREMIER,21,1
11,9,PREMIER,24,0
11,9,PREMIER,27,1
11,9,PREMIER,30,1
11,9,PREMIER,33,1
11,9,PREMIER,36,0
11,9,PREMIER,39,1
11,9,PREMIER,42,1
11,9,PREMIER,45,1
11,9,PREMIER,48,0
11,9,PREMIER,51,1
11,9,PREMIER,54,0
11,9,PREMIER,57,1
12,9,PREMIER,0,0
12,9,PREMIER,3,1
12,9,PREMIER,6,0
12,9,PREMIER,9,1
12,9,PREMIER,12,0
12,9,PREMIER,15,0
12,9,PREMIER,18,1
12,9,PREMIER,21,1
12,9,PREMIER,24,1
12,9,PREMIER,27,1
12,9,PREMIER,30,0
12,9,PREMIER,33,0
12,9,PREMIER,36,0
12,9,PREMIER,39,0
12,9,PREMIER,42,0
12,9,PREMIER,45,1
12,9,PREMIER,48,1
12,9,PREMIER,51,1
12,9,PREMIER,54,0
12,9,PREMIER,57,0
13,9,PREMIER,0,0
13,9,PREMIER,3,0
13,9,PREMIER,6,0
13,9,PREMIER,9,0
13,9,PREMIER,12,1
13,9,PREMIER,15,1
13,9,PREMIER,18,1
13,9,PREMIER,21,0
13,9,PREMIER,24,1
13,9,PREMIER,27,0
13,9,PREMIER,30,0
13,9,PREMIER,33,1
13,9,PREMIER,36,0
13,9,PREMIER,39,1
13,9,PREMIER,42,1
13,9,PREMIER,45,1
13,9,PREMIER,48,1
13,9,PREMIER,51,0
13,9,PREMIER,54,0
13,9,PREMIER,57,0
14,9,PREMIER,0,0
14,9,PREMIER,3,1
14,9,PREMIER,6,0
14,9,PREMIER,9,1
14,9,PREMIER,12,0
14,9,PREMIER,15,1
14,9,PREMIER,18,0
14,9,PREMIER,21,1
14,9,PREMIER,24,1
14,9,PREMIER,27,0
14,9,PREMIER,30,0
14,9,PREMIER,33,0
14,9,PREMIER,36,1
14,9,PREMIER,39,1
14,9,PREMIER,42,0
14,9,PREMIER,45,1
14,9,PREMIER,48,1
14,9,PREMIER,51,1
14,9,PREMIER,54,0
14,9,PREMIER,57,0
15,9,PREMIER,0,0
15,9,PREMIER,3,0
15,9,PREMIER,6,0
15,9,PREMIER,9,0
15,9,PREMIER,12,1
15,9,PREMIER,15,1
15,9,PREMIER,18,0
15,9,PREMIER,21,0
15,9,PREMIER,24,0
15,9,PREMIER,27,0
15,9,PREMIER,30,0
15,9,PREMIER,33,0
15,9,PREMIER,36,1
15,9,PREMIER,39,0
15,9,PREMIER,42,0
15,9,PREMIER,45,1
15,9,PREMIER,48,1
15,9,PREMIER,51,1
15,9,PREMIER,54,0
15,9,PREMIER,57,1
16,9,PREMIER,0,1
16,9,PREMIER,3,0
16,9,PREMIER,6,1
16,9,PREMIER,9,1
16,9,PREMIER,12,0
16,9,PREMIER,15,0
16,9,PREMIER,18,0
16,9,PREMIER,21,0
16,9,PREMIER,24,1
16,9,PREMIER,27,0
16,9,PREMIER,30,1
16,9,PREMIER,33,0
16,9,PREMIER,36,1
16,9,PREMIER,39,1
16,9,PREMIER,42,0
16,9,PREMIER,45,0
16,9,PREMIER,48,1
16,9,PREMIER,51,1
16,9,PREMIER,54,0
16,9,PREMIER,57,1
17,9,PREMIER,0,1
17,9,PREMIER,3,0
17,9,PREMIER,6,0
17,9,PREMIER,9,1
17,9,PREMIER,12,1
17,9,PREMIER,15,0
17,9,PREMIER,18,1
17,9,PREMIER,21,1
17,9,PREMIER,24,0
17,9,PREMIER,27,0
17,9,PREMIER,30,0
17,9,PREMIER,33,1
17,9,PREMIER,36,1
17,9,PREMIER,39,1
17,9,PREMIER,42,1
17,9,PREMIER,45,1
17,9,PREMIER,48,1
17,9,PREMIER,51,0
17,9,PREMIER,54,1
17,9,PREMIER,57,0
18,9,PREMIER,0,0
18,9,PREMIER,3,1
18,9,PREMIER,6,0
18,9,PREMIER,9,0
18,9,PREMIER,12,0
18,9,PREMIER,15,0
18,9,PREMIER,18,0
18,9,PREMIER,21,0
18,9,PREMIER,24,1
18,9,PREMIER,27,0
18,9,PREMIER,30,0
18,9,PREMIER,33,0
18,9,PREMIER,36,1
18,9,PREMIER,39,1
18,9,PREMIER,42,1
18,9,PREMIER,45,0
18,9,PREMIER,48,1
18,9,PREMIER,51,0
18,9,PREMIER,54,1
18,9,PREMIER,57,1
19,9,PREMIER,0,1
19,9,PREMIER,3,1
19,9,PREMIER,6,0
19,9,PREMIER,9,0
19,9,PREMIER,12,0
19,9,PREMIER,15,1
19,9,PREMIER,18,0
19,9,PREMIER,21,0
19,9,PREMIER,24,0
19,9,PREMIER,27,0
19,9,PREMIER,30,0
19,9,PREMIER,33,0
19,9,PREMIER,36,1
19,9,PREMIER,39,0
19,9,PREMIER,42,1
19,9,PREMIER,45,1
19,9,PREMIER,48,0
19,9,PREMIER,51,1
19,9,PREMIER,54,0
19,9,PREMIER,57,0
20,9,PREMIER,0,1
20,9,PREMIER,3,1
20,9,PREMIER,6,0
20,9,PREMIER,9,0
20,9,PREMIER,12,1
20,9,PREMIER,15,0
20,9,PREMIER,18,1
20,9,PREMIER,21,0
20,9,PREMIER,24,0
20,9,PREMIER,27,1
20,9,PREMIER,30,0
20,9,PREMIER,33,1
20,9,PREMIER,36,0
20,9,PREMIER,39,1
20,9,PREMIER,42,1
20,9,PREMIER,45,0
20,9,PREMIER,48,1
20,9,PREMIER,51,1
20,9,PREMIER,54,0
20,9,PREMIER,57,1
21,9,PREMIER,0,0
21,9,PREMIER,3,0
21,9,PREMIER,6,1
21,9,PREMIER,9,1
21,9,PREMIER,12,0
21,9,PREMIER,15,0
21,9,PREMIER,18,1
21,9,PREMIER,21,0
21,9,PREMIER,24,1
21,9,PREMIER,27,0
21,9,PREMIER,30,0
21,9,PREMIER,33,0
21,9,PREMIER,36,1
21,9,PREMIER,39,1
21,9,PREMIER,42,0
21,9,PREMIER,45,1
21,9,PREMIER,48,1
21,9,PREMIER,51,0
21,9,PREMIER,54,1
21,9,PREMIER,57,0
22,9,PREMIER,0,0
22,9,PREMIER,3,1
22,9,PREMIER,6,1
22,9,PREMIER,9,1
22,9,PREMIER,12,1
22,9,PREMIER,15,0
22,9,PREMIER,18,0
22,9,PREMIER,21,0
22,9,PREMIER,24,0
22,9,PREMIER,27,1
22,9,PREMIER,30,1
22,9,PREMIER,33,1
22,9,PREMIER,36,1
22,9,PREMIER,39,1
22,9,PREMIER,42,0
22,9,PREMIER,45,0
22,9,PREMIER,48,1
22,9,PREMIER,51,1
22,9,PREMIER,54,1
22,9,PREMIER,57,0
23,9,PREMIER,0,1
23,9,PREMIER,3,1
23,9,PREMIER,6,1
23,9,PREMIER,9,0
23,9,PREMIER,12,0
23,9,PREMIER,15,0
23,9,PREMIER,18,0
23,9,PREMIER,21,1
23,9,PREMIER,24,0
23,9,PREMIER,27,0
23,9,PREMIER,30,1
23,9,PREMIER,33,0
23,9,PREMIER,36,0
23,9,PREMIER,39,0
23,9,PREMIER,42,0
23,9,PREMIER,45,1
23,9,PREMIER,48,0
23,9,PREMIER,51,0
23,9,PREMIER,54,0
23,9,PREMIER,57,0
0,0,COPA,1,1
0,0,COPA,4,0
0,0,COPA,7,1
0,0,COPA,10,0
0,0,COPA,13,0
0,0,COPA,16,0
0,0,COPA,19,0
0,0,COPA,22,1
0,0,COPA,25,0
0,0,COPA,28,0
0,0,COPA,31,0
0,0,COPA,34,0
0,0,COPA,37,0
0,0,COPA,40,0
0,0,COPA,43,0
0,0,COPA,46,1
0,0,COPA,49,0
0,0,COPA,52,0
0,0,COPA,55,0
0,0,COPA,58,0
1,0,COPA,1,0
1,0,COPA,4,1
1,0,COPA,7,0
1,0,COPA,10,1
1,0,COPA,13,0
1,0,COPA,16,0
1,0,COPA,19,0
1,0,COPA,22,0
1,0,COPA,25,1
1,0,COPA,28,1
1,0,COPA,31,1
1,0,COPA,34,0
1,0,COPA,37,0
1,0,COPA,40,0
1,0,COPA,43,0
1,0,COPA,46,0
1,0,COPA,49,0
1,0,COPA,52,1
1,0,COPA,55,1
1,0,COPA,58,1
2,0,COPA,1,0
2,0,COPA,4,1
2,0,COPA,7,1
2,0,COPA,10,1
2,0,COPA,13,0
2,0,COPA,16,0
2,0,COPA,19,0
2,0,COPA,22,0
2,0,COPA,25,1
2,0,COPA,28,1
2,0,COPA,31,1
2,0,COPA,34,0
2,0,COPA,37,1
2,0,COPA,40,0
2,0,COPA,43,0
2,0,COPA,46,0
2,0,COPA,49,0
2,0,COPA,52,0
2,0,COPA,55,1
2,0,COPA,58,1
3,0,COPA,1,0
3,0,COPA,4,1
3,0,COPA,7,1
3,0,COPA,10,0
3,0,COPA,13,1
3,0,COPA,16,0
3,0,COPA,19,0
3,0,COPA,22,0
3,0,COPA,25,0
3,0,COPA,28,0
3,0,COPA,31,0
3,0,COPA,34,1
3,0,COPA,37,1
3,0,COPA,40,0
3,0,COPA,43,0
3,0,COPA,46,1
3,0,COPA,49,0
3,0,COPA,52,1
3,0,COPA,55,1
3,0,COPA,58,1
4,0,COPA,1,0
4,0,COPA,4,0
4,0,COPA,7,0
